"uid_01","hmdb_id","biochemical","uid_01_final","hmdb_id_final","biochemical_final","biochemical_final_final","biochemical_final_final_final","uid_01_final_1","uid_01_final_2"
"CHEM100003790","","Sorbate","CHEM100003790","","Sorbate","Sorbate","sorbate","CHEM100003790","CHEM100003790"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","CSID440","","Hexitol","Hexitol","hexitol","CSID440","CSID440"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","CSID440","","Sorbitol","Sorbitol","sorbitol","CSID440","CSID440"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","CSID440","HMDB0000247","Hexitol","Hexitol","hexitol","CSID440","CSID440"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","CSID440","HMDB0000247","Sorbitol","Sorbitol","sorbitol","CSID440","CSID440"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","HMDB00247","","Hexitol","Hexitol","hexitol","HMDB00247","HMDB0000247"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","HMDB00247","","Sorbitol","Sorbitol","sorbitol","HMDB00247","HMDB0000247"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","HMDB00247","HMDB0000247","Hexitol","Hexitol","hexitol","HMDB00247","HMDB0000247"
"CSID440#HMDB00247","#HMDB0000247","Hexitol#Sorbitol","HMDB00247","HMDB0000247","Sorbitol","Sorbitol","sorbitol","HMDB00247","HMDB0000247"
"HMDB01257","HMDB0001257","Spermidine","HMDB01257","HMDB0001257","Spermidine","Spermidine","spermidine","HMDB01257","HMDB0001257"
"HMDB01256","HMDB0001256","Spermine","HMDB01256","HMDB0001256","Spermine","Spermine","spermine","HMDB01256","HMDB0001256"
"CHEM100015643","","Sphingadienine*","CHEM100015643","","Sphingadienine*","Sphingadienine*","sphingadienine","CHEM100015643","CHEM100015643"
"CHEM100015793","","Sphingomyelin (d17:2/16:0, d18:2/15:0)*","CHEM100015793","","Sphingomyelin (d17:2/16:0, d18:2/15:0)*","Sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin_d17_2_16_0_d18_2_15_0","CHEM100015793","CHEM100015793"
"CHEM100015788","","Sphingomyelin (d18:2/18:1)*","CHEM100015788","","Sphingomyelin (d18:2/18:1)*","Sphingomyelin (d18:2/18:1)*","sphingomyelin_d18_2_18_1","CHEM100015788","CHEM100015788"
"CHEM100015791","","Sphingomyelin (d18:2/23:1)*","CHEM100015791","","Sphingomyelin (d18:2/23:1)*","Sphingomyelin (d18:2/23:1)*","sphingomyelin_d18_2_23_1","CHEM100015791","CHEM100015791"
"CHEM100015789","","Sphingomyelin (d18:2/24:2)*","CHEM100015789","","Sphingomyelin (d18:2/24:2)*","Sphingomyelin (d18:2/24:2)*","sphingomyelin_d18_2_24_2","CHEM100015789","CHEM100015789"
"CSID24608391","","Sphingomyelin d18:1-C22:0","CSID24608391","","Sphingomyelin d18:1-C22:0","Sphingomyelin d18:1-C22:0","sphingomyelin d18_1_c22_0","CSID24608391","CSID24608391"
"CSID24608393","","Sphingomyelin d18:1-C23:0","CSID24608393","","Sphingomyelin d18:1-C23:0","Sphingomyelin d18:1-C23:0","sphingomyelin d18_1_c23_0","CSID24608393","CSID24608393"
"Sphingosine_isomer1","","Sphingosine isomer1","Sphingosine_isomer1","","Sphingosine isomer1","Sphingosine isomer1","sphingosine isomer1","Sphingosine_isomer1","Sphingosine_isomer1"
"Sphingosine_isomer2","","Sphingosine isomer2","Sphingosine_isomer2","","Sphingosine isomer2","Sphingosine isomer2","sphingosine isomer2","Sphingosine_isomer2","Sphingosine_isomer2"
"Sphingosine_isomer3","","Sphingosine isomer3","Sphingosine_isomer3","","Sphingosine isomer3","Sphingosine isomer3","sphingosine isomer3","Sphingosine_isomer3","Sphingosine_isomer3"
"HMDB00256","HMDB0000256","Squalene","HMDB00256","HMDB0000256","Squalene","Squalene","squalene","HMDB00256","HMDB0000256"
"CHEM100006135","","Stearoyl-arachidonoyl-glycerophosphocholine (1)*","CHEM100006135","","Stearoyl-arachidonoyl-glycerophosphocholine (1)*","Stearoyl-arachidonoyl-glycerophosphocholine (1)*","stearoyl_arachidonoyl_glycerophosphocholine_1","CHEM100006135","CHEM100006135"
"CHEM100006158","","Stearoyl-arachidonoyl-glycerophosphocholine (2)*","CHEM100006158","","Stearoyl-arachidonoyl-glycerophosphocholine (2)*","Stearoyl-arachidonoyl-glycerophosphocholine (2)*","stearoyl_arachidonoyl_glycerophosphocholine_2","CHEM100006158","CHEM100006158"
"CHEM100006316","","Stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*","CHEM100006316","","Stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*","Stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*","stearoyl_arachidonoyl_glycerophosphoethanolamine_1","CHEM100006316","CHEM100006316"
"CHEM100006136","","Stearoyl-arachidonoyl-glycerophosphoinositol (1)*","CHEM100006136","","Stearoyl-arachidonoyl-glycerophosphoinositol (1)*","Stearoyl-arachidonoyl-glycerophosphoinositol (1)*","stearoyl_arachidonoyl_glycerophosphoinositol_1","CHEM100006136","CHEM100006136"
"HMDB13078","HMDB0013078","Stearoylethanolamide","HMDB13078","HMDB0013078","Stearoylethanolamide","Stearoylethanolamide","stearoylethanolamide","HMDB13078","HMDB0013078"
"CHEM100006154","","Stearoyl-linoleoyl-glycerophosphocholine (1)*","CHEM100006154","","Stearoyl-linoleoyl-glycerophosphocholine (1)*","Stearoyl-linoleoyl-glycerophosphocholine (1)*","stearoyl_linoleoyl_glycerophosphocholine_1","CHEM100006154","CHEM100006154"
"CHEM100006155","","Stearoyl-linoleoyl-glycerophosphocholine (2)*","CHEM100006155","","Stearoyl-linoleoyl-glycerophosphocholine (2)*","Stearoyl-linoleoyl-glycerophosphocholine (2)*","stearoyl_linoleoyl_glycerophosphocholine_2","CHEM100006155","CHEM100006155"
"CHEM100006320","","Stearoyl-linoleoyl-glycerophosphoethanolamine (1)*","CHEM100006320","","Stearoyl-linoleoyl-glycerophosphoethanolamine (1)*","Stearoyl-linoleoyl-glycerophosphoethanolamine (1)*","stearoyl_linoleoyl_glycerophosphoethanolamine_1","CHEM100006320","CHEM100006320"
"CHEM100006627","","Suberoyl carnitine or Suberoylcarnitine","CHEM100006627","","Suberoyl carnitine or Suberoylcarnitine","Suberoyl carnitine","suberoyl carnitine","CHEM100006627","CHEM100006627"
"CHEM100006627","","Suberoyl carnitine or Suberoylcarnitine","CHEM100006627","","Suberoyl carnitine or Suberoylcarnitine","Suberoylcarnitine","suberoylcarnitine","CHEM100006627","CHEM100006627"
"HMDB00953","HMDB0000953","Suberylglycine","HMDB00953","HMDB0000953","Suberylglycine","Suberylglycine","suberylglycine","HMDB00953","HMDB0000953"
"HMDB32523","HMDB0032523","Succinic anhydride","HMDB32523","HMDB0032523","Succinic anhydride","Succinic anhydride","succinic anhydride","HMDB32523","HMDB0032523"
"HMDB31554","HMDB0031554","Sucralose","HMDB31554","HMDB0031554","Sucralose","Sucralose","sucralose","HMDB31554","HMDB0031554"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","CSID10752051","","N~2~,N~2~-Dimethylarginine","N~2~,N~2~-Dimethylarginine","n~2~_n~2~_dimethylarginine","CSID10752051","CSID10752051"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","CSID10752051","","Symmetric dimethylarginine","Symmetric dimethylarginine","symmetric dimethylarginine","CSID10752051","CSID10752051"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","CSID10752051","HMDB0003334","N~2~,N~2~-Dimethylarginine","N~2~,N~2~-Dimethylarginine","n~2~_n~2~_dimethylarginine","CSID10752051","CSID10752051"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","CSID10752051","HMDB0003334","Symmetric dimethylarginine","Symmetric dimethylarginine","symmetric dimethylarginine","CSID10752051","CSID10752051"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","HMDB03334","","N~2~,N~2~-Dimethylarginine","N~2~,N~2~-Dimethylarginine","n~2~_n~2~_dimethylarginine","HMDB03334","HMDB0003334"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","HMDB03334","","Symmetric dimethylarginine","Symmetric dimethylarginine","symmetric dimethylarginine","HMDB03334","HMDB0003334"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","HMDB03334","HMDB0003334","N~2~,N~2~-Dimethylarginine","N~2~,N~2~-Dimethylarginine","n~2~_n~2~_dimethylarginine","HMDB03334","HMDB0003334"
"CSID10752051#HMDB03334","#HMDB0003334","N~2~,N~2~-Dimethylarginine#Symmetric dimethylarginine","HMDB03334","HMDB0003334","Symmetric dimethylarginine","Symmetric dimethylarginine","symmetric dimethylarginine","HMDB03334","HMDB0003334"
"CSID10752051","","N~2~,N~2~-Dimethylarginine","CSID10752051","","N~2~,N~2~-Dimethylarginine","N~2~,N~2~-Dimethylarginine","n~2~_n~2~_dimethylarginine","CSID10752051","CSID10752051"
"HMDB03418","HMDB0003418","D-Tagatose","HMDB03418","HMDB0003418","D-Tagatose","D-Tagatose","d_tagatose","HMDB03418","HMDB0003418"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00251","HMDB0000251","Taurine","Taurine","taurine","HMDB00251","HMDB0000251"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00251","HMDB0000251","Taurodeoxycholic acid","Taurodeoxycholic acid","taurodeoxycholic acid","HMDB00251","HMDB0000251"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00251","HMDB0000896","Taurine","Taurine","taurine","HMDB00251","HMDB0000251"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00251","HMDB0000896","Taurodeoxycholic acid","Taurodeoxycholic acid","taurodeoxycholic acid","HMDB00251","HMDB0000251"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00896","HMDB0000251","Taurine","Taurine","taurine","HMDB00896","HMDB0000896"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00896","HMDB0000251","Taurodeoxycholic acid","Taurodeoxycholic acid","taurodeoxycholic acid","HMDB00896","HMDB0000896"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00896","HMDB0000896","Taurine","Taurine","taurine","HMDB00896","HMDB0000896"
"HMDB00251#HMDB00896","HMDB0000251#HMDB0000896","Taurine#Taurodeoxycholic acid","HMDB00896","HMDB0000896","Taurodeoxycholic acid","Taurodeoxycholic acid","taurodeoxycholic acid","HMDB00896","HMDB0000896"
"HMDB00722","HMDB0000722","Lithocholyltaurine","HMDB00722","HMDB0000722","Lithocholyltaurine","Lithocholyltaurine","lithocholyltaurine","HMDB00722","HMDB0000722"
"HMDB00234","HMDB0000234","Testosterone","HMDB00234","HMDB0000234","Testosterone","Testosterone","testosterone","HMDB00234","HMDB0000234"
"HMDB02833","HMDB0002833","Testosterone sulfate","HMDB02833","HMDB0002833","Testosterone sulfate","Testosterone sulfate","testosterone sulfate","HMDB02833","HMDB0002833"
"HMDB60117","HMDB0060117","Tetracosahexaenoic acid, n-3","HMDB60117","HMDB0060117","Tetracosahexaenoic acid, n-3","Tetracosahexaenoic acid, n-3","tetracosahexaenoic acid_n_3","HMDB60117","HMDB0060117"
"HMDB02003","HMDB0002003","Tetracosanoic acid","HMDB02003","HMDB0002003","Tetracosanoic acid","Tetracosanoic acid","tetracosanoic acid","HMDB02003","HMDB0002003"
"HMDB06323","HMDB0006323","Tetracosapentaenoic acid (24:5n-3)","HMDB06323","HMDB0006323","Tetracosapentaenoic acid (24:5n-3)","Tetracosapentaenoic acid (24:5n-3)","tetracosapentaenoic acid_24_5n_3","HMDB06323","HMDB0006323"
"CHEM100000690","","Tetracycline*","CHEM100000690","","Tetracycline*","Tetracycline*","tetracycline","CHEM100000690","CHEM100000690"
"CHEM100002315","","Tetraethylene glycol","CHEM100002315","","Tetraethylene glycol","Tetraethylene glycol","tetraethylene glycol","CHEM100002315","CHEM100002315"
"HMDB39789","HMDB0039789","Tetrahydro-2-methyl-2-thiophenethiol","HMDB39789","HMDB0039789","Tetrahydro-2-methyl-2-thiophenethiol","Tetrahydro-2-methyl-2-thiophenethiol","tetrahydro_2_methyl_2_thiophenethiol","HMDB39789","HMDB0039789"
"HMDB36344","HMDB0036344","Tetrahydropersin","HMDB36344","HMDB0036344","Tetrahydropersin","Tetrahydropersin","tetrahydropersin","HMDB36344","HMDB0036344"
"COMP37370","","Tetramisole","COMP37370","","Tetramisole","Tetramisole","tetramisole","COMP37370","COMP37370"
"ME056306","","TG (42:0)","ME056306","","TG (42:0)","TG (42:0)","tg_42_0","ME056306","ME056306"
"ME056307","","TG (42:1)","ME056307","","TG (42:1)","TG (42:1)","tg_42_1","ME056307","ME056307"
"PUBCHEM56936554","","TG (44:1)","PUBCHEM56936554","","TG (44:1)","TG (44:1)","tg_44_1","PUBCHEM56936554","PUBCHEM56936554"
"ME056309","","TG (44:2)","ME056309","","TG (44:2)","TG (44:2)","tg_44_2","ME056309","ME056309"
"HMDB42123","HMDB0042123","TG(14:0/16:0/16:0)","HMDB42123","HMDB0042123","TG(14:0/16:0/16:0)","TG(14:0/16:0/16:0)","tg_14_0_16_0_16_0","HMDB42123","HMDB0042123"
"CSID30779211","","TG (46:2)","CSID30779211","","TG (46:2)","TG (46:2)","tg_46_2","CSID30779211","CSID30779211"
"PUBCHEM56936561","","TG (46:3)","PUBCHEM56936561","","TG (46:3)","TG (46:3)","tg_46_3","PUBCHEM56936561","PUBCHEM56936561"
"ME056314","","TG (48:3)","ME056314","","TG (48:3)","TG (48:3)","tg_48_3","ME056314","ME056314"
"ME056315","","TG (48:4)","ME056315","","TG (48:4)","TG (48:4)","tg_48_4","ME056315","ME056315"
"PUBCHEM9543988","","TG (49:0)","PUBCHEM9543988","","TG (49:0)","TG (49:0)","tg_49_0","PUBCHEM9543988","PUBCHEM9543988"
"HMDB43913","HMDB0043913","TG(16:0/18:0/16:0)","HMDB43913","HMDB0043913","TG(16:0/18:0/16:0)","TG(16:0/18:0/16:0)","tg_16_0_18_0_16_0","HMDB43913","HMDB0043913"
"HMDB05430","HMDB0005430","TG(16:1(9Z)/16:1(9Z)/18:0)","HMDB05430","HMDB0005430","TG(16:1(9Z)/16:1(9Z)/18:0)","TG(16:1(9Z)/16:1(9Z)/18:0)","tg_16_1_9z_16_1_9z_18_0","HMDB05430","HMDB0005430"
"PUBCHEM9544045","","TG (50:5)","PUBCHEM9544045","","TG (50:5)","TG (50:5)","tg_50_5","PUBCHEM9544045","PUBCHEM9544045"
"ME056321","","TG (51:0)","ME056321","","TG (51:0)","TG (51:0)","tg_51_0","ME056321","ME056321"
"PUBCHEM9544006","","TG (51:1)","PUBCHEM9544006","","TG (51:1)","TG (51:1)","tg_51_1","PUBCHEM9544006","PUBCHEM9544006"
"PUBCHEM9544013","","TG (51:2)","PUBCHEM9544013","","TG (51:2)","TG (51:2)","tg_51_2","PUBCHEM9544013","PUBCHEM9544013"
"PUBCHEM545690","","TG (52:0)","PUBCHEM545690","","TG (52:0)","TG (52:0)","tg_52_0","PUBCHEM545690","PUBCHEM545690"
"ME056326","","TG (52:6)","ME056326","","TG (52:6)","TG (52:6)","tg_52_6","ME056326","ME056326"
"PUBCHEM9544081","","TG (53:1)","PUBCHEM9544081","","TG (53:1)","TG (53:1)","tg_53_1","PUBCHEM9544081","PUBCHEM9544081"
"PUBCHEM9544102","","TG (53:2)","PUBCHEM9544102","","TG (53:2)","TG (53:2)","tg_53_2","PUBCHEM9544102","PUBCHEM9544102"
"PUBCHEM9544126","","TG (53:3)","PUBCHEM9544126","","TG (53:3)","TG (53:3)","tg_53_3","PUBCHEM9544126","PUBCHEM9544126"
"PUBCHEM9544152","","TG (53:4)","PUBCHEM9544152","","TG (53:4)","TG (53:4)","tg_53_4","PUBCHEM9544152","PUBCHEM9544152"
"PUBCHEM6182417","","TG (54:2)","PUBCHEM6182417","","TG (54:2)","TG (54:2)","tg_54_2","PUBCHEM6182417","PUBCHEM6182417"
"HMDB10460","HMDB0010460","TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))","HMDB10460","HMDB0010460","TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))","TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))","tg_18_1_9z_18_1_9z_18_3_9z_12z_15z","HMDB10460","HMDB0010460"
"ME056334","","TG (55:1)","ME056334","","TG (55:1)","TG (55:1)","tg_55_1","ME056334","ME056334"
"ME056335","","TG (55:2)","ME056335","","TG (55:2)","TG (55:2)","tg_55_2","ME056335","ME056335"
"ME056336","","TG (55:3)","ME056336","","TG (55:3)","TG (55:3)","tg_55_3","ME056336","ME056336"
"ME056337","","TG (56:0)","ME056337","","TG (56:0)","TG (56:0)","tg_56_0","ME056337","ME056337"
"HMDB05402","HMDB0005402","TG(18:0/18:1(9Z)/20:0)","HMDB05402","HMDB0005402","TG(18:0/18:1(9Z)/20:0)","TG(18:0/18:1(9Z)/20:0)","tg_18_0_18_1_9z_20_0","HMDB05402","HMDB0005402"
"HMDB05409","HMDB0005409","TG(18:0/18:2(9Z,12Z)/20:0)","HMDB05409","HMDB0005409","TG(18:0/18:2(9Z,12Z)/20:0)","TG(18:0/18:2(9Z,12Z)/20:0)","tg_18_0_18_2_9z_12z_20_0","HMDB05409","HMDB0005409"
"HMDB05454","HMDB0005454","TG(18:1(9Z)/18:1(9Z)/20:1(11Z))","HMDB05454","HMDB0005454","TG(18:1(9Z)/18:1(9Z)/20:1(11Z))","TG(18:1(9Z)/18:1(9Z)/20:1(11Z))","tg_18_1_9z_18_1_9z_20_1_11z","HMDB05454","HMDB0005454"
"HMDB05460","HMDB0005460","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","HMDB05460","HMDB0005460","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","tg_18_1_9z_18_2_9z_12z_20_1_11z","HMDB05460","HMDB0005460"
"HMDB05473","HMDB0005473","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))","HMDB05473","HMDB0005473","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))","tg_18_2_9z_12z_18_2_9z_12z_20_1_11z","HMDB05473","HMDB0005473"
"HMDB10491","HMDB0010491","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))","HMDB10491","HMDB0010491","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))","tg_18_2_9z_12z_18_2_9z_12z_20_2_11z_14z","HMDB10491","HMDB0010491"
"ME056344","","TG (57:2)","ME056344","","TG (57:2)","TG (57:2)","tg_57_2","ME056344","ME056344"
"HMDB05449","HMDB0005449","TG(18:1(9Z)/20:0/20:0)","HMDB05449","HMDB0005449","TG(18:1(9Z)/20:0/20:0)","TG(18:1(9Z)/20:0/20:0)","tg_18_1_9z_20_0_20_0","HMDB05449","HMDB0005449"
"ME056346","","TG (58:10)","ME056346","","TG (58:10)","TG (58:10)","tg_58_10","ME056346","ME056346"
"HMDB05457","HMDB0005457","TG(18:1(9Z)/20:1(11Z)/20:1(11Z))","HMDB05457","HMDB0005457","TG(18:1(9Z)/20:1(11Z)/20:1(11Z))","TG(18:1(9Z)/20:1(11Z)/20:1(11Z))","tg_18_1_9z_20_1_11z_20_1_11z","HMDB05457","HMDB0005457"
"ME056350","","TG (60:11)","ME056350","","TG (60:11)","TG (60:11)","tg_60_11","ME056350","ME056350"
"HMDB05418","HMDB0005418","TG(20:0/20:1(11Z)/20:1(11Z))","HMDB05418","HMDB0005418","TG(20:0/20:1(11Z)/20:1(11Z))","TG(20:0/20:1(11Z)/20:1(11Z))","tg_20_0_20_1_11z_20_1_11z","HMDB05418","HMDB0005418"
"ME056352","","TG (60:3)","ME056352","","TG (60:3)","TG (60:3)","tg_60_3","ME056352","ME056352"
"HMDB48324","HMDB0048324","TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))","HMDB48324","HMDB0048324","TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))","TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))","tg_14_1_9z_20_5_5z_8z_11z_14z_17z_18_1_11z","HMDB48324","HMDB0048324"
"HMDB52851","HMDB0052851","TG(18:3(6Z,9Z,12Z)/14:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB52851","HMDB0052851","TG(18:3(6Z,9Z,12Z)/14:0/22:5(4Z,7Z,10Z,13Z,16Z))","TG(18:3(6Z,9Z,12Z)/14:0/22:5(4Z,7Z,10Z,13Z,16Z))","tg_18_3_6z_9z_12z_14_0_22_5_4z_7z_10z_13z_16z","HMDB52851","HMDB0052851"
"HMDB55503","HMDB0055503","TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB55503","HMDB0055503","TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","tg_18_4_6z_9z_12z_15z_18_4_6z_9z_12z_15z_20_5_5z_8z_11z_14z_17z","HMDB55503","HMDB0055503"
"HMDB55719","HMDB0055719","TG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB55719","HMDB0055719","TG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","TG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","tg_20_5_5z_8z_11z_14z_17z_16_1_9z_22_6_4z_7z_10z_13z_16z_19z","HMDB55719","HMDB0055719"
"C41_0_TAG#C41_0_TAG_+NH4","#","C41:0 TAG#C41:0 TAG +NH4","C41_0_TAG","","C41:0 TAG","C41:0 TAG","c41_0 tag","C41_0_TAG","C41_0_TAG"
"C41_0_TAG#C41_0_TAG_+NH4","#","C41:0 TAG#C41:0 TAG +NH4","C41_0_TAG","","C41:0 TAG +NH4","C41:0 TAG +NH4","c41_0 tag +nh4","C41_0_TAG","C41_0_TAG"
"C41_0_TAG#C41_0_TAG_+NH4","#","C41:0 TAG#C41:0 TAG +NH4","C41_0_TAG_+NH4","","C41:0 TAG","C41:0 TAG","c41_0 tag","C41_0_TAG_+NH4","C41_0_TAG_+NH4"
"C41_0_TAG#C41_0_TAG_+NH4","#","C41:0 TAG#C41:0 TAG +NH4","C41_0_TAG_+NH4","","C41:0 TAG +NH4","C41:0 TAG +NH4","c41_0 tag +nh4","C41_0_TAG_+NH4","C41_0_TAG_+NH4"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","","C42:0 TAG","C42:0 TAG","c42_0 tag","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","","C42:0 TAG +NH4","C42:0 TAG +NH4","c42_0 tag +nh4","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","","TG(14:0/14:0/14:0)","TG(14:0/14:0/14:0)","tg_14_0_14_0_14_0","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","","TG (42:0)","TG (42:0)","tg_42_0","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","HMDB0042061","C42:0 TAG","C42:0 TAG","c42_0 tag","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","HMDB0042061","C42:0 TAG +NH4","C42:0 TAG +NH4","c42_0 tag +nh4","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","HMDB0042061","TG(14:0/14:0/14:0)","TG(14:0/14:0/14:0)","tg_14_0_14_0_14_0","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG","HMDB0042061","TG (42:0)","TG (42:0)","tg_42_0","C42_0_TAG","C42_0_TAG"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG_+NH4","","C42:0 TAG","C42:0 TAG","c42_0 tag","C42_0_TAG_+NH4","C42_0_TAG_+NH4"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG_+NH4","","C42:0 TAG +NH4","C42:0 TAG +NH4","c42_0 tag +nh4","C42_0_TAG_+NH4","C42_0_TAG_+NH4"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG_+NH4","","TG(14:0/14:0/14:0)","TG(14:0/14:0/14:0)","tg_14_0_14_0_14_0","C42_0_TAG_+NH4","C42_0_TAG_+NH4"
"C42_0_TAG#C42_0_TAG_+NH4#HMDB42061#ME056306","##HMDB0042061#","C42:0 TAG#C42:0 TAG +NH4#TG(14:0/14:0/14:0)#TG (42:0)","C42_0_TAG_+NH4","","TG (42:0)","TG (42:0)","tg_42_0","C42_0_TAG_+NH4","C42_0_TAG_+NH4"
